areaId,areaName,observedAt,riskScore,ruleConcernLevel,targetElevatedConcern,labelSource,rainfallLatestMm,rainfall1hMm,rainfall3hMm,rainfall24hMm,rainfall72hMm,antecedentWetnessMm,antecedentRainfallIndex,riverLatestM,riverDelta1hM,riverDelta3hM,riverTrendCode,rateOfRiseMPerHour,dataFreshnessScore,sourceCoverage,decisionReliabilityScore,confidence,warningActive,warningStatus,areaRelevanceScore,nearestStationDistanceKm
parramatta,"Parramatta, NSW",2026-06-24T18:50:30.805Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T18:50:30.805Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T18:50:30.805Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T18:53:23.020Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T18:53:23.020Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T18:53:23.020Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T18:54:23.021Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T18:54:23.021Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T18:54:23.021Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T18:55:23.019Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T18:55:23.019Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T18:55:23.019Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T18:56:23.020Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T18:56:23.020Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T18:56:23.020Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T18:57:23.017Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T18:57:23.017Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T18:57:23.017Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T18:57:43.665Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T18:57:43.665Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T18:57:43.665Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T18:58:23.018Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T18:58:23.018Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T18:58:23.018Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T18:59:46.017Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T18:59:46.017Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T18:59:46.017Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:00:40.004Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:00:40.004Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:00:40.004Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:00:46.014Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:00:46.014Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:00:46.014Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:01:08.873Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:01:08.873Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:01:08.873Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:01:46.015Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:01:46.015Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:01:46.015Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:03:57.807Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:03:57.807Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:03:57.807Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:04:37.060Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:04:37.060Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:04:37.060Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:04:57.807Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:04:57.807Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:04:57.807Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:05:45.261Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:05:45.261Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:05:45.261Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:05:57.805Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:05:57.805Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:05:57.805Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:06:17.440Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:06:17.440Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:06:17.440Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:06:57.803Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:06:57.803Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:06:57.803Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:07:57.804Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:07:57.804Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:07:57.804Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:08:08.580Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:08:08.580Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:08:08.580Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:08:57.805Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:08:57.805Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:08:57.805Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:10:31.805Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:10:31.805Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:10:31.805Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:11:31.804Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:11:31.804Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:11:31.804Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:12:31.803Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:12:31.803Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:12:31.803Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:13:31.803Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:13:31.803Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:13:31.803Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:14:31.803Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:14:31.803Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:14:31.803Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:15:31.801Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:15:31.801Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:15:31.801Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:16:31.802Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:16:31.802Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:16:31.802Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:17:31.799Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:17:31.799Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:17:31.799Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:18:31.798Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:18:31.798Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:18:31.798Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:19:31.798Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:19:31.798Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:19:31.798Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:20:31.799Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:20:31.799Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:20:31.799Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:21:31.838Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:21:31.838Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:21:31.838Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:22:31.841Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:22:31.841Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:22:31.841Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:23:31.840Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:23:31.840Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:23:31.840Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:24:31.841Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:24:31.841Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:24:31.841Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:25:31.840Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:25:31.840Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:25:31.840Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:26:31.840Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:26:31.840Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:26:31.840Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:27:31.841Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:27:31.841Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:27:31.841Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:28:31.843Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:28:31.843Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:28:31.843Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:29:31.841Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:29:31.841Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:29:31.841Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:30:31.844Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:30:31.844Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:30:31.844Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:31:31.842Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:31:31.842Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:31:31.842Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:32:31.842Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:32:31.842Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:32:31.842Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:33:31.843Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:33:31.843Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:33:31.843Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:34:31.841Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:34:31.841Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:34:31.841Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:35:31.842Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:35:31.842Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:35:31.842Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:36:31.845Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:36:31.845Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:36:31.845Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:37:31.846Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:37:31.846Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:37:31.846Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:38:31.842Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:38:31.842Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:38:31.842Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:39:31.845Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:39:31.845Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:39:31.845Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:40:31.842Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:40:31.842Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:40:31.842Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:41:31.844Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-24T19:41:31.844Z,9,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-24T19:41:31.844Z,15,Low,0,rule_derived,0,0,0,0,0,0,,0.34,,,,,0,0,66,38,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-24T19:42:31.845Z,11,Low,0,rule_derived,0,0,0,0,0,0,,1,,,,,0,0,66,38,,,100,0
