areaId,areaName,observedAt,riskScore,ruleConcernLevel,targetElevatedConcern,labelSource,rainfallLatestMm,rainfall1hMm,rainfall3hMm,rainfall24hMm,rainfall72hMm,antecedentWetnessMm,antecedentRainfallIndex,riverLatestM,riverDelta1hM,riverDelta3hM,riverTrendCode,rateOfRiseMPerHour,dataFreshnessScore,sourceCoverage,decisionReliabilityScore,confidence,warningActive,warningStatus,areaRelevanceScore,nearestStationDistanceKm
parramatta,"Parramatta, NSW",2026-06-27T15:51:52.708Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:51:52.708Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:51:52.708Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:52:17.019Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:52:17.019Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:52:17.019Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:52:20.396Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:52:20.396Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:52:20.396Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:52:47.297Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:52:47.297Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:52:47.297Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:53:17.021Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:53:17.021Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:53:17.021Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:53:19.237Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:53:19.237Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:53:19.237Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:53:59.729Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:53:59.729Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:53:59.729Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:54:17.015Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:54:17.015Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:54:17.015Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:54:17.019Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:54:17.019Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:54:17.019Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:54:48.416Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:54:48.416Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:54:48.416Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:55:17.014Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:55:17.014Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:55:17.014Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:55:20.321Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:55:20.321Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:55:20.321Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:55:59.724Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:55:59.724Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:55:59.724Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:56:17.016Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:56:17.016Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:56:17.016Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:56:17.023Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:56:17.023Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:56:17.023Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:56:39.717Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:56:39.717Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:56:39.717Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:57:17.019Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:57:17.019Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:57:17.019Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:57:18.192Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:57:18.192Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:57:18.192Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:57:45.318Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:57:45.318Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:57:45.318Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:58:17.019Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:58:17.019Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:58:17.019Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:58:19.376Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:58:19.376Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:58:19.376Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:58:45.798Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:58:45.798Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:58:45.798Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:59:17.014Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:59:17.014Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:59:17.014Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:59:17.018Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:59:17.018Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:59:17.018Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T15:59:59.728Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T15:59:59.728Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T15:59:59.728Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:00:17.017Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:00:17.017Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:00:17.017Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:00:17.026Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:00:17.026Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:00:17.026Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:00:54.616Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:00:54.616Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:00:54.616Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:01:17.021Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:01:17.021Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:01:17.021Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:01:37.025Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:01:37.025Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:01:37.025Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:01:43.360Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:01:43.360Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:01:43.360Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:02:17.020Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:02:17.020Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:02:17.020Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:02:28.107Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:02:28.107Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:02:28.107Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:02:54.351Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:02:54.351Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:02:54.351Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:03:17.020Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:03:17.020Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:03:17.020Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:03:37.023Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:03:37.023Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:03:37.023Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:03:45.244Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:03:45.244Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:03:45.244Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:04:17.021Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:04:17.021Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:04:17.021Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:04:17.025Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:04:17.025Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:04:17.025Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:04:47.397Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:04:47.397Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:04:47.397Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:05:17.013Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:05:17.013Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:05:17.013Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:05:17.017Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:05:17.017Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:05:17.017Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:05:47.825Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:05:47.825Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:05:47.825Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:06:17.013Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:06:17.013Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:06:17.013Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:06:22.808Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:06:22.808Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:06:22.808Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:06:59.724Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:06:59.724Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:06:59.724Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:07:17.017Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:07:17.017Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:07:17.017Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:07:17.025Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:07:17.025Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:07:17.025Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:07:45.776Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:07:45.776Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:07:45.776Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:08:17.021Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:08:17.021Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:08:17.021Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:08:33.480Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:08:33.480Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
toongabbie,"Toongabbie, NSW",2026-06-27T16:08:33.480Z,14,Low,0,rule_derived,0,0,0,0,0,0,,7.329999923706055,,,,,86,100,96,92,,,100,0.6
parramatta,"Parramatta, NSW",2026-06-27T16:08:59.723Z,16,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0
north-parramatta,"North Parramatta, NSW",2026-06-27T16:08:59.723Z,14,Low,0,rule_derived,0,0,0,0,0,0,,1.0700000524520874,,,,,86,100,96,92,,,100,0.2
