areaId,areaName,observedAt,riskScore,ruleConcernLevel,targetElevatedConcern,labelSource,rainfallLatestMm,rainfall1hMm,rainfall3hMm,rainfall24hMm,rainfall72hMm,antecedentWetnessMm,antecedentRainfallIndex,riverLatestM,riverDelta1hM,riverDelta3hM,riverTrendCode,rateOfRiseMPerHour,dataFreshnessScore,sourceCoverage,decisionReliabilityScore,confidence,warningActive,warningStatus,areaRelevanceScore,nearestStationDistanceKm,areaJoinKey,targetRuleElevated,ruleLabelSource,targetEventElevated,eventLabelSource,eventLabelStrength,eventLabelNotes,eventLabelAvailable
parramatta,"Parramatta, NSW",2026-06-24 20:33:31.848000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:33:31.848000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:33:31.848000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:33:40.847000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:33:40.847000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:33:40.847000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:34:31.841000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:34:31.841000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:34:31.841000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:34:40.841000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:34:40.841000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:34:40.841000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:35:31.843000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:35:31.843000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:35:31.843000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:35:40.839000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:35:40.839000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:35:40.839000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:36:31.843000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:36:31.843000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:36:31.843000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:36:40.841000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:36:40.841000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:36:40.841000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:37:31.840000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:37:31.840000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:37:31.840000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:37:40.841000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:37:40.841000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:37:40.841000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:38:31.839000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:38:31.839000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:38:31.839000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:38:40.838000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:38:40.838000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:38:40.838000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:39:31.841000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:39:31.841000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:39:31.841000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:41:33.839000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:41:33.839000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:41:33.839000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:41:33.841000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:41:33.841000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:41:33.841000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:42:29.396000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.1200000047683716,,,,,0,0,97,94,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:42:29.396000+00:00,13,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.1200000047683716,,,,,0,0,97,94,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:42:29.396000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,7.299999713897705,,,,,0,0,97,94,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:42:33.839000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:42:33.839000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:42:33.839000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:42:33.840000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:42:33.840000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:42:33.840000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:43:33.838000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:43:33.838000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:43:33.838000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:43:33.840000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:43:33.840000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:43:33.840000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:44:33.838000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:44:33.838000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:44:33.838000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:44:33.840000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:44:33.840000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:44:33.840000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:45:33.839000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:45:33.839000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:45:33.839000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:45:46.143000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:45:46.143000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:45:46.143000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:46:46.840000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:46:46.840000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:46:46.840000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:47:31.838000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:47:31.838000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:47:31.838000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:47:46.840000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:47:46.840000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:47:46.840000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:48:40.802000+00:00,18,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,35,3,,,80,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:48:40.802000+00:00,16,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,34,3,,,75,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:48:40.802000+00:00,21,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,35,3,,,80,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 20:50:32.181000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.1200000047683716,,,,,0,0,97,94,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 20:50:32.181000+00:00,13,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.1200000047683716,,,,,0,0,97,94,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 20:50:32.181000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,7.299999713897705,,,,,0,0,97,94,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-27 01:32:08.457000+00:00,21,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0399999618530271,,,,,0,0,100,100,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-27 01:32:08.457000+00:00,19,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0399999618530271,,,,,0,0,100,100,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
