areaId,areaName,observedAt,riskScore,ruleConcernLevel,targetElevatedConcern,labelSource,rainfallLatestMm,rainfall1hMm,rainfall3hMm,rainfall24hMm,rainfall72hMm,antecedentWetnessMm,antecedentRainfallIndex,riverLatestM,riverDelta1hM,riverDelta3hM,riverTrendCode,rateOfRiseMPerHour,dataFreshnessScore,sourceCoverage,decisionReliabilityScore,confidence,warningActive,warningStatus,areaRelevanceScore,nearestStationDistanceKm,areaJoinKey,targetRuleElevated,ruleLabelSource,targetEventElevated,eventLabelSource,eventLabelStrength,eventLabelNotes,eventLabelAvailable
north-parramatta,"North Parramatta, NSW",2026-06-24 16:29:43.238000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:29:43.238000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:30:43.246000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:30:43.246000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:30:43.246000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:30:49.490000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:30:49.490000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:30:49.490000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:30:58.493000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:30:58.493000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:30:58.493000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:31:22.052000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:31:22.052000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:31:22.052000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:31:43.488000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:31:43.488000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:31:43.488000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:31:50.489000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:31:50.489000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:31:50.489000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:32:13.488000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:32:13.488000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:32:13.488000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:32:43.486000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:32:43.486000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:32:43.486000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:32:51.488000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:32:51.488000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:32:51.488000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:33:43.485000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:33:43.485000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:33:43.485000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:33:52.486000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:33:52.486000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:33:52.486000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:33:58.486000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:33:58.486000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:33:58.486000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:34:43.484000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:34:43.484000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:34:43.484000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:34:53.486000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:34:53.486000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:34:53.486000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:34:58.487000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:34:58.487000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:34:58.487000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:35:54.484000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:35:54.484000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:35:54.484000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:35:58.488000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:35:58.488000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:35:58.488000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:35:58.568000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:35:58.568000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:35:58.568000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:36:55.483000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:36:55.483000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:36:55.483000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:36:58.485000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:36:58.485000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:36:58.485000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:36:58.589000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:36:58.589000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:36:58.589000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:37:56.480000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:37:56.480000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:37:56.480000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
parramatta,"Parramatta, NSW",2026-06-24 16:37:58.481000+00:00,11,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.0,parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
north-parramatta,"North Parramatta, NSW",2026-06-24 16:37:58.481000+00:00,9,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,1.0,,,,,0,0,66,38,,,100,0.2,north-parramatta,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
toongabbie,"Toongabbie, NSW",2026-06-24 16:37:58.481000+00:00,15,Low,0,rule_derived,0.0,0.0,0.0,0.0,0.0,0,,0.34,,,,,0,0,66,38,,,100,0.6,toongabbie,0,rule_derived,0,manual_demo,weak,Placeholder non-event window for label-join plumbing only; not independent flood validation.,1
